Territory X Date,target
Nauru X 4/2/20,0
Nauru X 4/3/20,0
Nauru X 4/4/20,0
Nauru X 4/5/20,0
Nauru X 4/6/20,0
Nauru X 4/7/20,0
Nauru X 4/8/20,0
Nepal X 4/2/20,0
Nepal X 4/3/20,0
Nepal X 4/4/20,0
Nepal X 4/5/20,0
Nepal X 4/6/20,0
Nepal X 4/7/20,0
Nepal X 4/8/20,0
Netherlands (the) X 4/2/20,1340
Netherlands (the) X 4/3/20,1489
Netherlands (the) X 4/4/20,1655
Netherlands (the) X 4/5/20,1770
Netherlands (the) X 4/6/20,1873
Netherlands (the) X 4/7/20,2107
Netherlands (the) X 4/8/20,2254
New Caledonia X 4/2/20,0
New Caledonia X 4/3/20,0
New Caledonia X 4/4/20,0
New Caledonia X 4/5/20,0
New Caledonia X 4/6/20,0
New Caledonia X 4/7/20,0
New Caledonia X 4/8/20,0
New Zealand X 4/2/20,1
New Zealand X 4/3/20,1
New Zealand X 4/4/20,1
New Zealand X 4/5/20,1
New Zealand X 4/6/20,1
New Zealand X 4/7/20,1
New Zealand X 4/8/20,1
Nicaragua X 4/2/20,1
Nicaragua X 4/3/20,1
Nicaragua X 4/4/20,1
Nicaragua X 4/5/20,1
Nicaragua X 4/6/20,1
Nicaragua X 4/7/20,1
Nicaragua X 4/8/20,1
Niger (the) X 4/2/20,5
Niger (the) X 4/3/20,5
Niger (the) X 4/4/20,8
Niger (the) X 4/5/20,10
Niger (the) X 4/6/20,10
Niger (the) X 4/7/20,11
Niger (the) X 4/8/20,11
Nigeria X 4/2/20,2
Nigeria X 4/3/20,4
Nigeria X 4/4/20,4
Nigeria X 4/5/20,5
Nigeria X 4/6/20,5
Nigeria X 4/7/20,6
Nigeria X 4/8/20,6
North Macedonia X 4/2/20,11
North Macedonia X 4/3/20,12
North Macedonia X 4/4/20,17
North Macedonia X 4/5/20,18
North Macedonia X 4/6/20,23
North Macedonia X 4/7/20,26
North Macedonia X 4/8/20,29
Norway X 4/2/20,50
Norway X 4/3/20,59
Norway X 4/4/20,62
Norway X 4/5/20,71
Norway X 4/6/20,76
Norway X 4/7/20,89
Norway X 4/8/20,101
Oman X 4/2/20,1
Oman X 4/3/20,1
Oman X 4/4/20,2
Oman X 4/5/20,2
Oman X 4/6/20,2
Oman X 4/7/20,2
Oman X 4/8/20,2
Pakistan X 4/2/20,34
Pakistan X 4/3/20,40
Pakistan X 4/4/20,41
Pakistan X 4/5/20,47
Pakistan X 4/6/20,53
Pakistan X 4/7/20,57
Pakistan X 4/8/20,61
Palau X 4/2/20,0
Palau X 4/3/20,0
Palau X 4/4/20,0
Palau X 4/5/20,0
Palau X 4/6/20,0
Palau X 4/7/20,0
Palau X 4/8/20,0
Panama X 4/2/20,32
Panama X 4/3/20,37
Panama X 4/4/20,41
Panama X 4/5/20,46
Panama X 4/6/20,54
Panama X 4/7/20,55
Panama X 4/8/20,59
Papua New Guinea X 4/2/20,0
Papua New Guinea X 4/3/20,0
Papua New Guinea X 4/4/20,0
Papua New Guinea X 4/5/20,0
Papua New Guinea X 4/6/20,0
Papua New Guinea X 4/7/20,0
Papua New Guinea X 4/8/20,0
Paraguay X 4/2/20,3
Paraguay X 4/3/20,3
Paraguay X 4/4/20,3
Paraguay X 4/5/20,3
Paraguay X 4/6/20,5
Paraguay X 4/7/20,5
Paraguay X 4/8/20,5
Peru X 4/2/20,55
Peru X 4/3/20,61
Peru X 4/4/20,73
Peru X 4/5/20,83
Peru X 4/6/20,92
Peru X 4/7/20,107
Peru X 4/8/20,121
Philippines (the) X 4/2/20,107
Philippines (the) X 4/3/20,136
Philippines (the) X 4/4/20,144
Philippines (the) X 4/5/20,152
Philippines (the) X 4/6/20,163
Philippines (the) X 4/7/20,177
Philippines (the) X 4/8/20,182
Poland X 4/2/20,57
Poland X 4/3/20,71
Poland X 4/4/20,79
Poland X 4/5/20,94
Poland X 4/6/20,107
Poland X 4/7/20,129
Poland X 4/8/20,159
Portugal X 4/2/20,209
Portugal X 4/3/20,246
Portugal X 4/4/20,266
Portugal X 4/5/20,295
Portugal X 4/6/20,311
Portugal X 4/7/20,345
Portugal X 4/8/20,380
Qatar X 4/2/20,3
Qatar X 4/3/20,3
Qatar X 4/4/20,3
Qatar X 4/5/20,4
Qatar X 4/6/20,4
Qatar X 4/7/20,6
Qatar X 4/8/20,6
Republic of Korea (the) X 4/2/20,0
Republic of Korea (the) X 4/3/20,0
Republic of Korea (the) X 4/4/20,0
Republic of Korea (the) X 4/5/20,0
Republic of Korea (the) X 4/6/20,0
Republic of Korea (the) X 4/7/20,0
Republic of Korea (the) X 4/8/20,0
Republic of Moldova (the) X 4/2/20,6
Republic of Moldova (the) X 4/3/20,8
Republic of Moldova (the) X 4/4/20,12
Republic of Moldova (the) X 4/5/20,15
Republic of Moldova (the) X 4/6/20,19
Republic of Moldova (the) X 4/7/20,22
Republic of Moldova (the) X 4/8/20,27
Reunion X 4/2/20,0
Reunion X 4/3/20,0
Reunion X 4/4/20,0
Reunion X 4/5/20,0
Reunion X 4/6/20,0
Reunion X 4/7/20,0
Reunion X 4/8/20,0
Romania X 4/2/20,115
Romania X 4/3/20,133
Romania X 4/4/20,146
Romania X 4/5/20,151
Romania X 4/6/20,176
Romania X 4/7/20,197
Romania X 4/8/20,220
Russian Federation (the) X 4/2/20,30
Russian Federation (the) X 4/3/20,34
Russian Federation (the) X 4/4/20,43
Russian Federation (the) X 4/5/20,45
Russian Federation (the) X 4/6/20,47
Russian Federation (the) X 4/7/20,58
Russian Federation (the) X 4/8/20,63
Rwanda X 4/2/20,0
Rwanda X 4/3/20,0
Rwanda X 4/4/20,0
Rwanda X 4/5/20,0
Rwanda X 4/6/20,0
Rwanda X 4/7/20,0
Rwanda X 4/8/20,0
Saint Barthelemy X 4/2/20,0
Saint Barthelemy X 4/3/20,0
Saint Barthelemy X 4/4/20,0
Saint Barthelemy X 4/5/20,0
Saint Barthelemy X 4/6/20,0
Saint Barthelemy X 4/7/20,0
Saint Barthelemy X 4/8/20,0
Saint Kitts and Nevis X 4/2/20,0
Saint Kitts and Nevis X 4/3/20,0
Saint Kitts and Nevis X 4/4/20,0
Saint Kitts and Nevis X 4/5/20,0
Saint Kitts and Nevis X 4/6/20,0
Saint Kitts and Nevis X 4/7/20,0
Saint Kitts and Nevis X 4/8/20,0
Saint Lucia X 4/2/20,0
Saint Lucia X 4/3/20,0
Saint Lucia X 4/4/20,0
Saint Lucia X 4/5/20,0
Saint Lucia X 4/6/20,0
Saint Lucia X 4/7/20,0
Saint Lucia X 4/8/20,0
Saint Vincent and the Grenadines X 4/2/20,0
Saint Vincent and the Grenadines X 4/3/20,0
Saint Vincent and the Grenadines X 4/4/20,0
Saint Vincent and the Grenadines X 4/5/20,0
Saint Vincent and the Grenadines X 4/6/20,0
Saint Vincent and the Grenadines X 4/7/20,0
Saint Vincent and the Grenadines X 4/8/20,0
Samoa X 4/2/20,0
Samoa X 4/3/20,0
Samoa X 4/4/20,0
Samoa X 4/5/20,0
Samoa X 4/6/20,0
Samoa X 4/7/20,0
Samoa X 4/8/20,0
San Marino X 4/2/20,30
San Marino X 4/3/20,30
San Marino X 4/4/20,32
San Marino X 4/5/20,32
San Marino X 4/6/20,32
San Marino X 4/7/20,34
San Marino X 4/8/20,34
Sao Tome and Principe X 4/2/20,0
Sao Tome and Principe X 4/3/20,0
Sao Tome and Principe X 4/4/20,0
Sao Tome and Principe X 4/5/20,0
Sao Tome and Principe X 4/6/20,0
Sao Tome and Principe X 4/7/20,0
Sao Tome and Principe X 4/8/20,0
Saudi Arabia X 4/2/20,21
Saudi Arabia X 4/3/20,25
Saudi Arabia X 4/4/20,29
Saudi Arabia X 4/5/20,34
Saudi Arabia X 4/6/20,38
Saudi Arabia X 4/7/20,41
Saudi Arabia X 4/8/20,41
Senegal X 4/2/20,1
Senegal X 4/3/20,1
Senegal X 4/4/20,2
Senegal X 4/5/20,2
Senegal X 4/6/20,2
Senegal X 4/7/20,2
Senegal X 4/8/20,2
Serbia X 4/2/20,31
Serbia X 4/3/20,39
Serbia X 4/4/20,44
Serbia X 4/5/20,51
Serbia X 4/6/20,58
Serbia X 4/7/20,61
Serbia X 4/8/20,65
Seychelles X 4/2/20,0
Seychelles X 4/3/20,0
Seychelles X 4/4/20,0
Seychelles X 4/5/20,0
Seychelles X 4/6/20,0
Seychelles X 4/7/20,0
Seychelles X 4/8/20,0
Sierra Leone X 4/2/20,0
Sierra Leone X 4/3/20,0
Sierra Leone X 4/4/20,0
Sierra Leone X 4/5/20,0
Sierra Leone X 4/6/20,0
Sierra Leone X 4/7/20,0
Sierra Leone X 4/8/20,0
Singapore X 4/2/20,4
Singapore X 4/3/20,5
Singapore X 4/4/20,6
Singapore X 4/5/20,6
Singapore X 4/6/20,6
Singapore X 4/7/20,6
Singapore X 4/8/20,6
Slovakia X 4/2/20,1
Slovakia X 4/3/20,1
Slovakia X 4/4/20,1
Slovakia X 4/5/20,1
Slovakia X 4/6/20,2
Slovakia X 4/7/20,2
Slovakia X 4/8/20,2
Slovenia X 4/2/20,17
Slovenia X 4/3/20,20
Slovenia X 4/4/20,22
Slovenia X 4/5/20,28
Slovenia X 4/6/20,30
Slovenia X 4/7/20,36
Slovenia X 4/8/20,40
Solomon Islands X 4/2/20,0
Solomon Islands X 4/3/20,0
Solomon Islands X 4/4/20,0
Solomon Islands X 4/5/20,0
Solomon Islands X 4/6/20,0
Solomon Islands X 4/7/20,0
Solomon Islands X 4/8/20,0
Somalia X 4/2/20,0
Somalia X 4/3/20,0
Somalia X 4/4/20,0
Somalia X 4/5/20,0
Somalia X 4/6/20,0
Somalia X 4/7/20,0
Somalia X 4/8/20,1
South Africa X 4/2/20,5
South Africa X 4/3/20,9
South Africa X 4/4/20,9
South Africa X 4/5/20,11
South Africa X 4/6/20,12
South Africa X 4/7/20,13
South Africa X 4/8/20,18
South Sudan X 4/2/20,2
South Sudan X 4/3/20,2
South Sudan X 4/4/20,2
South Sudan X 4/5/20,2
South Sudan X 4/6/20,2
South Sudan X 4/7/20,2
South Sudan X 4/8/20,2
Spain X 4/2/20,10348
Spain X 4/3/20,11198
Spain X 4/4/20,11947
Spain X 4/5/20,12641
Spain X 4/6/20,13341
Spain X 4/7/20,14045
Spain X 4/8/20,14792
Sri Lanka X 4/2/20,4
Sri Lanka X 4/3/20,4
Sri Lanka X 4/4/20,5
Sri Lanka X 4/5/20,5
Sri Lanka X 4/6/20,5
Sri Lanka X 4/7/20,6
Sri Lanka X 4/8/20,7
St Martin X 4/2/20,1
St Martin X 4/3/20,1
St Martin X 4/4/20,2
St Martin X 4/5/20,2
St Martin X 4/6/20,2
St Martin X 4/7/20,2
St Martin X 4/8/20,2
Sudan (the) X 4/2/20,0
Sudan (the) X 4/3/20,0
Sudan (the) X 4/4/20,0
Sudan (the) X 4/5/20,0
Sudan (the) X 4/6/20,0
Sudan (the) X 4/7/20,0
Sudan (the) X 4/8/20,0
Suriname X 4/2/20,0
Suriname X 4/3/20,1
Suriname X 4/4/20,1
Suriname X 4/5/20,1
Suriname X 4/6/20,1
Suriname X 4/7/20,1
Suriname X 4/8/20,1
Sweden X 4/2/20,308
Sweden X 4/3/20,358
Sweden X 4/4/20,373
Sweden X 4/5/20,401
Sweden X 4/6/20,477
Sweden X 4/7/20,591
Sweden X 4/8/20,687
Switzerland X 4/2/20,536
Switzerland X 4/3/20,591
Switzerland X 4/4/20,666
Switzerland X 4/5/20,715
Switzerland X 4/6/20,765
Switzerland X 4/7/20,821
Switzerland X 4/8/20,895
Syrian Arab Republic (the) X 4/2/20,2
Syrian Arab Republic (the) X 4/3/20,2
Syrian Arab Republic (the) X 4/4/20,2
Syrian Arab Republic (the) X 4/5/20,2
Syrian Arab Republic (the) X 4/6/20,2
Syrian Arab Republic (the) X 4/7/20,2
Syrian Arab Republic (the) X 4/8/20,2
Taiwan X 4/2/20,5
Taiwan X 4/3/20,5
Taiwan X 4/4/20,5
Taiwan X 4/5/20,5
Taiwan X 4/6/20,5
Taiwan X 4/7/20,5
Taiwan X 4/8/20,5
Tajikistan X 4/2/20,0
Tajikistan X 4/3/20,0
Tajikistan X 4/4/20,0
Tajikistan X 4/5/20,0
Tajikistan X 4/6/20,0
Tajikistan X 4/7/20,0
Tajikistan X 4/8/20,0
Thailand X 4/2/20,15
Thailand X 4/3/20,19
Thailand X 4/4/20,20
Thailand X 4/5/20,23
Thailand X 4/6/20,26
Thailand X 4/7/20,27
Thailand X 4/8/20,30
Timor-Leste X 4/2/20,0
Timor-Leste X 4/3/20,0
Timor-Leste X 4/4/20,0
Timor-Leste X 4/5/20,0
Timor-Leste X 4/6/20,0
Timor-Leste X 4/7/20,0
Timor-Leste X 4/8/20,0
Togo X 4/2/20,2
Togo X 4/3/20,3
Togo X 4/4/20,3
Togo X 4/5/20,3
Togo X 4/6/20,3
Togo X 4/7/20,3
Togo X 4/8/20,3
Tonga X 4/2/20,0
Tonga X 4/3/20,0
Tonga X 4/4/20,0
Tonga X 4/5/20,0
Tonga X 4/6/20,0
Tonga X 4/7/20,0
Tonga X 4/8/20,0
Trinidad and Tobago X 4/2/20,5
Trinidad and Tobago X 4/3/20,6
Trinidad and Tobago X 4/4/20,6
Trinidad and Tobago X 4/5/20,7
Trinidad and Tobago X 4/6/20,8
Trinidad and Tobago X 4/7/20,8
Trinidad and Tobago X 4/8/20,8
Tunisia X 4/2/20,14
Tunisia X 4/3/20,18
Tunisia X 4/4/20,18
Tunisia X 4/5/20,22
Tunisia X 4/6/20,22
Tunisia X 4/7/20,23
Tunisia X 4/8/20,24
Turkey X 4/2/20,356
Turkey X 4/3/20,425
Turkey X 4/4/20,501
Turkey X 4/5/20,574
Turkey X 4/6/20,649
Turkey X 4/7/20,725
Turkey X 4/8/20,812
Turkmenistan X 4/2/20,0
Turkmenistan X 4/3/20,0
Turkmenistan X 4/4/20,0
Turkmenistan X 4/5/20,0
Turkmenistan X 4/6/20,0
Turkmenistan X 4/7/20,0
Turkmenistan X 4/8/20,0
Tuvalu X 4/2/20,0
Tuvalu X 4/3/20,0
Tuvalu X 4/4/20,0
Tuvalu X 4/5/20,0
Tuvalu X 4/6/20,0
Tuvalu X 4/7/20,0
Tuvalu X 4/8/20,0
Uganda X 4/2/20,0
Uganda X 4/3/20,0
Uganda X 4/4/20,0
Uganda X 4/5/20,0
Uganda X 4/6/20,0
Uganda X 4/7/20,0
Uganda X 4/8/20,0
Ukraine X 4/2/20,22
Ukraine X 4/3/20,27
Ukraine X 4/4/20,32
Ukraine X 4/5/20,37
Ukraine X 4/6/20,38
Ukraine X 4/7/20,45
Ukraine X 4/8/20,52
United Arab Emirates (the) X 4/2/20,8
United Arab Emirates (the) X 4/3/20,9
United Arab Emirates (the) X 4/4/20,10
United Arab Emirates (the) X 4/5/20,10
United Arab Emirates (the) X 4/6/20,11
United Arab Emirates (the) X 4/7/20,12
United Arab Emirates (the) X 4/8/20,12
United Kingdom of Great Britain and Northern Ireland (the) X 4/2/20,2925
United Kingdom of Great Britain and Northern Ireland (the) X 4/3/20,3610
United Kingdom of Great Britain and Northern Ireland (the) X 4/4/20,4319
United Kingdom of Great Britain and Northern Ireland (the) X 4/5/20,4942
United Kingdom of Great Britain and Northern Ireland (the) X 4/6/20,5382
United Kingdom of Great Britain and Northern Ireland (the) X 4/7/20,6168
United Kingdom of Great Britain and Northern Ireland (the) X 4/8/20,7107
United Republic of Tanzania (the) X 4/2/20,1
United Republic of Tanzania (the) X 4/3/20,1
United Republic of Tanzania (the) X 4/4/20,1
United Republic of Tanzania (the) X 4/5/20,1
United Republic of Tanzania (the) X 4/6/20,1
United Republic of Tanzania (the) X 4/7/20,1
United Republic of Tanzania (the) X 4/8/20,1
United States of America (the) X 4/2/20,5926
United States of America (the) X 4/3/20,7087
United States of America (the) X 4/4/20,8407
United States of America (the) X 4/5/20,9619
United States of America (the) X 4/6/20,10783
United States of America (the) X 4/7/20,12722
United States of America (the) X 4/8/20,14695
Uruguay X 4/2/20,4
Uruguay X 4/3/20,4
Uruguay X 4/4/20,5
Uruguay X 4/5/20,5
Uruguay X 4/6/20,6
Uruguay X 4/7/20,7
Uruguay X 4/8/20,7
Uzbekistan X 4/2/20,2
Uzbekistan X 4/3/20,2
Uzbekistan X 4/4/20,2
Uzbekistan X 4/5/20,2
Uzbekistan X 4/6/20,2
Uzbekistan X 4/7/20,2
Uzbekistan X 4/8/20,3
Vanuatu X 4/2/20,0
Vanuatu X 4/3/20,0
Vanuatu X 4/4/20,0
Vanuatu X 4/5/20,0
Vanuatu X 4/6/20,0
Vanuatu X 4/7/20,0
Vanuatu X 4/8/20,0
Venezuela (Bolivarian Republic of) X 4/2/20,5
Venezuela (Bolivarian Republic of) X 4/3/20,7
Venezuela (Bolivarian Republic of) X 4/4/20,7
Venezuela (Bolivarian Republic of) X 4/5/20,7
Venezuela (Bolivarian Republic of) X 4/6/20,7
Venezuela (Bolivarian Republic of) X 4/7/20,7
Venezuela (Bolivarian Republic of) X 4/8/20,9
Viet Nam X 4/2/20,0
Viet Nam X 4/3/20,0
Viet Nam X 4/4/20,0
Viet Nam X 4/5/20,0
Viet Nam X 4/6/20,0
Viet Nam X 4/7/20,0
Viet Nam X 4/8/20,0
Yemen X 4/2/20,0
Yemen X 4/3/20,0
Yemen X 4/4/20,0
Yemen X 4/5/20,0
Yemen X 4/6/20,0
Yemen X 4/7/20,0
Yemen X 4/8/20,0
Zambia X 4/2/20,1
Zambia X 4/3/20,1
Zambia X 4/4/20,1
Zambia X 4/5/20,1
Zambia X 4/6/20,1
Zambia X 4/7/20,1
Zambia X 4/8/20,1
Zimbabwe X 4/2/20,1
Zimbabwe X 4/3/20,1
Zimbabwe X 4/4/20,1
Zimbabwe X 4/5/20,1
Zimbabwe X 4/6/20,1
Zimbabwe X 4/7/20,2
Zimbabwe X 4/8/20,3
