Territory X Date,target
Nauru X 3/27/20,0
Nauru X 3/28/20,0
Nauru X 3/29/20,0
Nauru X 3/30/20,0
Nepal X 3/24/20,0
Nepal X 3/25/20,0
Nepal X 3/26/20,0
Nepal X 3/27/20,0
Nepal X 3/28/20,0
Nepal X 3/29/20,0
Nepal X 3/30/20,0
Netherlands (the) X 3/24/20,0
Netherlands (the) X 3/25/20,0
Netherlands (the) X 3/26/20,0
Netherlands (the) X 3/27/20,0
Netherlands (the) X 3/28/20,0
Netherlands (the) X 3/29/20,0
Netherlands (the) X 3/30/20,0
New Caledonia X 3/24/20,0
New Caledonia X 3/25/20,0
New Caledonia X 3/26/20,0
New Caledonia X 3/27/20,0
New Caledonia X 3/28/20,0
New Caledonia X 3/29/20,0
New Caledonia X 3/30/20,0
New Zealand X 3/24/20,0
New Zealand X 3/25/20,0
New Zealand X 3/26/20,0
New Zealand X 3/27/20,0
New Zealand X 3/28/20,0
New Zealand X 3/29/20,0
New Zealand X 3/30/20,0
Nicaragua X 3/24/20,0
Nicaragua X 3/25/20,0
Nicaragua X 3/26/20,0
Nicaragua X 3/27/20,0
Nicaragua X 3/28/20,0
Nicaragua X 3/29/20,0
Nicaragua X 3/30/20,0
Niger (the) X 3/24/20,0
Niger (the) X 3/25/20,0
Niger (the) X 3/26/20,0
Niger (the) X 3/27/20,0
Niger (the) X 3/28/20,0
Niger (the) X 3/29/20,0
Niger (the) X 3/30/20,0
Nigeria X 3/24/20,0
Nigeria X 3/25/20,0
Nigeria X 3/26/20,0
Nigeria X 3/27/20,0
Nigeria X 3/28/20,0
Nigeria X 3/29/20,0
Nigeria X 3/30/20,0
North Macedonia X 3/24/20,0
North Macedonia X 3/25/20,0
North Macedonia X 3/26/20,0
North Macedonia X 3/27/20,0
North Macedonia X 3/28/20,0
North Macedonia X 3/29/20,0
North Macedonia X 3/30/20,0
Norway X 3/24/20,0
Norway X 3/25/20,0
Norway X 3/26/20,0
Norway X 3/27/20,0
Norway X 3/28/20,0
Norway X 3/29/20,0
Norway X 3/30/20,0
Oman X 3/24/20,0
Oman X 3/25/20,0
Oman X 3/26/20,0
Oman X 3/27/20,0
Oman X 3/28/20,0
Oman X 3/29/20,0
Oman X 3/30/20,0
Pakistan X 3/24/20,0
Pakistan X 3/25/20,0
Pakistan X 3/26/20,0
Pakistan X 3/27/20,0
Pakistan X 3/28/20,0
Pakistan X 3/29/20,0
Pakistan X 3/30/20,0
Palau X 3/24/20,0
Palau X 3/25/20,0
Palau X 3/26/20,0
Palau X 3/27/20,0
Palau X 3/28/20,0
Palau X 3/29/20,0
Palau X 3/30/20,0
Panama X 3/24/20,0
Panama X 3/25/20,0
Panama X 3/26/20,0
Panama X 3/27/20,0
Panama X 3/28/20,0
Panama X 3/29/20,0
Panama X 3/30/20,0
Papua New Guinea X 3/24/20,0
Papua New Guinea X 3/25/20,0
Papua New Guinea X 3/26/20,0
Papua New Guinea X 3/27/20,0
Papua New Guinea X 3/28/20,0
Papua New Guinea X 3/29/20,0
Papua New Guinea X 3/30/20,0
Paraguay X 3/24/20,0
Paraguay X 3/25/20,0
Paraguay X 3/26/20,0
Paraguay X 3/27/20,0
Paraguay X 3/28/20,0
Paraguay X 3/29/20,0
Paraguay X 3/30/20,0
Peru X 3/24/20,0
Peru X 3/25/20,0
Peru X 3/26/20,0
Peru X 3/27/20,0
Peru X 3/28/20,0
Peru X 3/29/20,0
Peru X 3/30/20,0
Philippines (the) X 3/24/20,0
Philippines (the) X 3/25/20,0
Philippines (the) X 3/26/20,0
Philippines (the) X 3/27/20,0
Philippines (the) X 3/28/20,0
Philippines (the) X 3/29/20,0
Philippines (the) X 3/30/20,0
Poland X 3/24/20,0
Poland X 3/25/20,0
Poland X 3/26/20,0
Poland X 3/27/20,0
Poland X 3/28/20,0
Poland X 3/29/20,0
Poland X 3/30/20,0
Portugal X 3/24/20,0
Portugal X 3/25/20,0
Portugal X 3/26/20,0
Portugal X 3/27/20,0
Portugal X 3/28/20,0
Portugal X 3/29/20,0
Portugal X 3/30/20,0
Qatar X 3/24/20,0
Qatar X 3/25/20,0
Qatar X 3/26/20,0
Qatar X 3/27/20,0
Qatar X 3/28/20,0
Qatar X 3/29/20,0
Qatar X 3/30/20,0
Republic of Korea (the) X 3/24/20,0
Republic of Korea (the) X 3/25/20,0
Republic of Korea (the) X 3/26/20,0
Republic of Korea (the) X 3/27/20,0
Republic of Korea (the) X 3/28/20,0
Republic of Korea (the) X 3/29/20,0
Republic of Korea (the) X 3/30/20,0
Republic of Moldova (the) X 3/24/20,0
Republic of Moldova (the) X 3/25/20,0
Republic of Moldova (the) X 3/26/20,0
Republic of Moldova (the) X 3/27/20,0
Republic of Moldova (the) X 3/28/20,0
Republic of Moldova (the) X 3/29/20,0
Republic of Moldova (the) X 3/30/20,0
Reunion X 3/24/20,0
Reunion X 3/25/20,0
Reunion X 3/26/20,0
Reunion X 3/27/20,0
Reunion X 3/28/20,0
Reunion X 3/29/20,0
Reunion X 3/30/20,0
Romania X 3/24/20,0
Romania X 3/25/20,0
Romania X 3/26/20,0
Romania X 3/27/20,0
Romania X 3/28/20,0
Romania X 3/29/20,0
Romania X 3/30/20,0
Russian Federation (the) X 3/24/20,0
Russian Federation (the) X 3/25/20,0
Russian Federation (the) X 3/26/20,0
Russian Federation (the) X 3/27/20,0
Russian Federation (the) X 3/28/20,0
Russian Federation (the) X 3/29/20,0
Russian Federation (the) X 3/30/20,0
Rwanda X 3/24/20,0
Rwanda X 3/25/20,0
Rwanda X 3/26/20,0
Rwanda X 3/27/20,0
Rwanda X 3/28/20,0
Rwanda X 3/29/20,0
Rwanda X 3/30/20,0
Saint Barthelemy X 3/24/20,0
Saint Barthelemy X 3/25/20,0
Saint Barthelemy X 3/26/20,0
Saint Barthelemy X 3/27/20,0
Saint Barthelemy X 3/28/20,0
Saint Barthelemy X 3/29/20,0
Saint Barthelemy X 3/30/20,0
Saint Kitts and Nevis X 3/24/20,0
Saint Kitts and Nevis X 3/25/20,0
Saint Kitts and Nevis X 3/26/20,0
Saint Kitts and Nevis X 3/27/20,0
Saint Kitts and Nevis X 3/28/20,0
Saint Kitts and Nevis X 3/29/20,0
Saint Kitts and Nevis X 3/30/20,0
Saint Lucia X 3/24/20,0
Saint Lucia X 3/25/20,0
Saint Lucia X 3/26/20,0
Saint Lucia X 3/27/20,0
Saint Lucia X 3/28/20,0
Saint Lucia X 3/29/20,0
Saint Lucia X 3/30/20,0
Saint Vincent and the Grenadines X 3/24/20,0
Saint Vincent and the Grenadines X 3/25/20,0
Saint Vincent and the Grenadines X 3/26/20,0
Saint Vincent and the Grenadines X 3/27/20,0
Saint Vincent and the Grenadines X 3/28/20,0
Saint Vincent and the Grenadines X 3/29/20,0
Saint Vincent and the Grenadines X 3/30/20,0
Samoa X 3/24/20,0
Samoa X 3/25/20,0
Samoa X 3/26/20,0
Samoa X 3/27/20,0
Samoa X 3/28/20,0
Samoa X 3/29/20,0
Samoa X 3/30/20,0
San Marino X 3/24/20,0
San Marino X 3/25/20,0
San Marino X 3/26/20,0
San Marino X 3/27/20,0
San Marino X 3/28/20,0
San Marino X 3/29/20,0
San Marino X 3/30/20,0
Sao Tome and Principe X 3/24/20,0
Sao Tome and Principe X 3/25/20,0
Sao Tome and Principe X 3/26/20,0
Sao Tome and Principe X 3/27/20,0
Sao Tome and Principe X 3/28/20,0
Sao Tome and Principe X 3/29/20,0
Sao Tome and Principe X 3/30/20,0
Saudi Arabia X 3/24/20,0
Saudi Arabia X 3/25/20,0
Saudi Arabia X 3/26/20,0
Saudi Arabia X 3/27/20,0
Saudi Arabia X 3/28/20,0
Saudi Arabia X 3/29/20,0
Saudi Arabia X 3/30/20,0
Senegal X 3/24/20,0
Senegal X 3/25/20,0
Senegal X 3/26/20,0
Senegal X 3/27/20,0
Senegal X 3/28/20,0
Senegal X 3/29/20,0
Senegal X 3/30/20,0
Serbia X 3/24/20,0
Serbia X 3/25/20,0
Serbia X 3/26/20,0
Serbia X 3/27/20,0
Serbia X 3/28/20,0
Serbia X 3/29/20,0
Serbia X 3/30/20,0
Seychelles X 3/24/20,0
Seychelles X 3/25/20,0
Seychelles X 3/26/20,0
Seychelles X 3/27/20,0
Seychelles X 3/28/20,0
Seychelles X 3/29/20,0
Seychelles X 3/30/20,0
Sierra Leone X 3/24/20,0
Sierra Leone X 3/25/20,0
Sierra Leone X 3/26/20,0
Sierra Leone X 3/27/20,0
Sierra Leone X 3/28/20,0
Sierra Leone X 3/29/20,0
Sierra Leone X 3/30/20,0
Singapore X 3/24/20,0
Singapore X 3/25/20,0
Singapore X 3/26/20,0
Singapore X 3/27/20,0
Singapore X 3/28/20,0
Singapore X 3/29/20,0
Singapore X 3/30/20,0
Slovakia X 3/24/20,0
Slovakia X 3/25/20,0
Slovakia X 3/26/20,0
Slovakia X 3/27/20,0
Slovakia X 3/28/20,0
Slovakia X 3/29/20,0
Slovakia X 3/30/20,0
Slovenia X 3/24/20,0
Slovenia X 3/25/20,0
Slovenia X 3/26/20,0
Slovenia X 3/27/20,0
Slovenia X 3/28/20,0
Slovenia X 3/29/20,0
Slovenia X 3/30/20,0
Solomon Islands X 3/24/20,0
Solomon Islands X 3/25/20,0
Solomon Islands X 3/26/20,0
Solomon Islands X 3/27/20,0
Solomon Islands X 3/28/20,0
Solomon Islands X 3/29/20,0
Solomon Islands X 3/30/20,0
Somalia X 3/24/20,0
Somalia X 3/25/20,0
Somalia X 3/26/20,0
Somalia X 3/27/20,0
Somalia X 3/28/20,0
Somalia X 3/29/20,0
Somalia X 3/30/20,0
South Africa X 3/24/20,0
South Africa X 3/25/20,0
South Africa X 3/26/20,0
South Africa X 3/27/20,0
South Africa X 3/28/20,0
South Africa X 3/29/20,0
South Africa X 3/30/20,0
South Sudan X 3/24/20,0
South Sudan X 3/25/20,0
South Sudan X 3/26/20,0
South Sudan X 3/27/20,0
South Sudan X 3/28/20,0
South Sudan X 3/29/20,0
South Sudan X 3/30/20,0
Spain X 3/24/20,0
Spain X 3/25/20,0
Spain X 3/26/20,0
Spain X 3/27/20,0
Spain X 3/28/20,0
Spain X 3/29/20,0
Spain X 3/30/20,0
Sri Lanka X 3/24/20,0
Sri Lanka X 3/25/20,0
Sri Lanka X 3/26/20,0
Sri Lanka X 3/27/20,0
Sri Lanka X 3/28/20,0
Sri Lanka X 3/29/20,0
Sri Lanka X 3/30/20,0
St Martin X 3/24/20,0
St Martin X 3/25/20,0
St Martin X 3/26/20,0
St Martin X 3/27/20,0
St Martin X 3/28/20,0
St Martin X 3/29/20,0
St Martin X 3/30/20,0
Sudan (the) X 3/24/20,0
Sudan (the) X 3/25/20,0
Sudan (the) X 3/26/20,0
Sudan (the) X 3/27/20,0
Sudan (the) X 3/28/20,0
Sudan (the) X 3/29/20,0
Sudan (the) X 3/30/20,0
Suriname X 3/24/20,0
Suriname X 3/25/20,0
Suriname X 3/26/20,0
Suriname X 3/27/20,0
Suriname X 3/28/20,0
Suriname X 3/29/20,0
Suriname X 3/30/20,0
Sweden X 3/24/20,0
Sweden X 3/25/20,0
Sweden X 3/26/20,0
Sweden X 3/27/20,0
Sweden X 3/28/20,0
Sweden X 3/29/20,0
Sweden X 3/30/20,0
Switzerland X 3/24/20,0
Switzerland X 3/25/20,0
Switzerland X 3/26/20,0
Switzerland X 3/27/20,0
Switzerland X 3/28/20,0
Switzerland X 3/29/20,0
Switzerland X 3/30/20,0
Syrian Arab Republic (the) X 3/24/20,0
Syrian Arab Republic (the) X 3/25/20,0
Syrian Arab Republic (the) X 3/26/20,0
Syrian Arab Republic (the) X 3/27/20,0
Syrian Arab Republic (the) X 3/28/20,0
Syrian Arab Republic (the) X 3/29/20,0
Syrian Arab Republic (the) X 3/30/20,0
Taiwan X 3/24/20,0
Taiwan X 3/25/20,0
Taiwan X 3/26/20,0
Taiwan X 3/27/20,0
Taiwan X 3/28/20,0
Taiwan X 3/29/20,0
Taiwan X 3/30/20,0
Tajikistan X 3/24/20,0
Tajikistan X 3/25/20,0
Tajikistan X 3/26/20,0
Tajikistan X 3/27/20,0
Tajikistan X 3/28/20,0
Tajikistan X 3/29/20,0
Tajikistan X 3/30/20,0
Thailand X 3/24/20,0
Thailand X 3/25/20,0
Thailand X 3/26/20,0
Thailand X 3/27/20,0
Thailand X 3/28/20,0
Thailand X 3/29/20,0
Thailand X 3/30/20,0
Timor-Leste X 3/24/20,0
Timor-Leste X 3/25/20,0
Timor-Leste X 3/26/20,0
Timor-Leste X 3/27/20,0
Timor-Leste X 3/28/20,0
Timor-Leste X 3/29/20,0
Timor-Leste X 3/30/20,0
Togo X 3/24/20,0
Togo X 3/25/20,0
Togo X 3/26/20,0
Togo X 3/27/20,0
Togo X 3/28/20,0
Togo X 3/29/20,0
Togo X 3/30/20,0
Tonga X 3/24/20,0
Tonga X 3/25/20,0
Tonga X 3/26/20,0
Tonga X 3/27/20,0
Tonga X 3/28/20,0
Tonga X 3/29/20,0
Tonga X 3/30/20,0
Trinidad and Tobago X 3/24/20,0
Trinidad and Tobago X 3/25/20,0
Trinidad and Tobago X 3/26/20,0
Trinidad and Tobago X 3/27/20,0
Trinidad and Tobago X 3/28/20,0
Trinidad and Tobago X 3/29/20,0
Trinidad and Tobago X 3/30/20,0
Tunisia X 3/24/20,0
Tunisia X 3/25/20,0
Tunisia X 3/26/20,0
Tunisia X 3/27/20,0
Tunisia X 3/28/20,0
Tunisia X 3/29/20,0
Tunisia X 3/30/20,0
Turkey X 3/24/20,0
Turkey X 3/25/20,0
Turkey X 3/26/20,0
Turkey X 3/27/20,0
Turkey X 3/28/20,0
Turkey X 3/29/20,0
Turkey X 3/30/20,0
Turkmenistan X 3/24/20,0
Turkmenistan X 3/25/20,0
Turkmenistan X 3/26/20,0
Turkmenistan X 3/27/20,0
Turkmenistan X 3/28/20,0
Turkmenistan X 3/29/20,0
Turkmenistan X 3/30/20,0
Tuvalu X 3/24/20,0
Tuvalu X 3/25/20,0
Tuvalu X 3/26/20,0
Tuvalu X 3/27/20,0
Tuvalu X 3/28/20,0
Tuvalu X 3/29/20,0
Tuvalu X 3/30/20,0
Uganda X 3/24/20,0
Uganda X 3/25/20,0
Uganda X 3/26/20,0
Uganda X 3/27/20,0
Uganda X 3/28/20,0
Uganda X 3/29/20,0
Uganda X 3/30/20,0
Ukraine X 3/24/20,0
Ukraine X 3/25/20,0
Ukraine X 3/26/20,0
Ukraine X 3/27/20,0
Ukraine X 3/28/20,0
Ukraine X 3/29/20,0
Ukraine X 3/30/20,0
United Arab Emirates (the) X 3/24/20,0
United Arab Emirates (the) X 3/25/20,0
United Arab Emirates (the) X 3/26/20,0
United Arab Emirates (the) X 3/27/20,0
United Arab Emirates (the) X 3/28/20,0
United Arab Emirates (the) X 3/29/20,0
United Arab Emirates (the) X 3/30/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/24/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/25/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/26/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/27/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/28/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/29/20,0
United Kingdom of Great Britain and Northern Ireland (the) X 3/30/20,0
United Republic of Tanzania (the) X 3/24/20,0
United Republic of Tanzania (the) X 3/25/20,0
United Republic of Tanzania (the) X 3/26/20,0
United Republic of Tanzania (the) X 3/27/20,0
United Republic of Tanzania (the) X 3/28/20,0
United Republic of Tanzania (the) X 3/29/20,0
United Republic of Tanzania (the) X 3/30/20,0
United States of America (the) X 3/24/20,0
United States of America (the) X 3/25/20,0
United States of America (the) X 3/26/20,0
United States of America (the) X 3/27/20,0
United States of America (the) X 3/28/20,0
United States of America (the) X 3/29/20,0
United States of America (the) X 3/30/20,0
Uruguay X 3/24/20,0
Uruguay X 3/25/20,0
Uruguay X 3/26/20,0
Uruguay X 3/27/20,0
Uruguay X 3/28/20,0
Uruguay X 3/29/20,0
Uruguay X 3/30/20,0
Uzbekistan X 3/24/20,0
Uzbekistan X 3/25/20,0
Uzbekistan X 3/26/20,0
Uzbekistan X 3/27/20,0
Uzbekistan X 3/28/20,0
Uzbekistan X 3/29/20,0
Uzbekistan X 3/30/20,0
Vanuatu X 3/24/20,0
Vanuatu X 3/25/20,0
Vanuatu X 3/26/20,0
Vanuatu X 3/27/20,0
Vanuatu X 3/28/20,0
Vanuatu X 3/29/20,0
Vanuatu X 3/30/20,0
Venezuela (Bolivarian Republic of) X 3/24/20,0
Venezuela (Bolivarian Republic of) X 3/25/20,0
Venezuela (Bolivarian Republic of) X 3/26/20,0
Venezuela (Bolivarian Republic of) X 3/27/20,0
Venezuela (Bolivarian Republic of) X 3/28/20,0
Venezuela (Bolivarian Republic of) X 3/29/20,0
Venezuela (Bolivarian Republic of) X 3/30/20,0
Viet Nam X 3/24/20,0
Viet Nam X 3/25/20,0
Viet Nam X 3/26/20,0
Viet Nam X 3/27/20,0
Viet Nam X 3/28/20,0
Viet Nam X 3/29/20,0
Viet Nam X 3/30/20,0
Yemen X 3/24/20,0
Yemen X 3/25/20,0
Yemen X 3/26/20,0
Yemen X 3/27/20,0
Yemen X 3/28/20,0
Yemen X 3/29/20,0
Yemen X 3/30/20,0
Zambia X 3/24/20,0
Zambia X 3/25/20,0
Zambia X 3/26/20,0
Zambia X 3/27/20,0
Zambia X 3/28/20,0
Zambia X 3/29/20,0
Zambia X 3/30/20,0
Zimbabwe X 3/24/20,0
Zimbabwe X 3/25/20,0
Zimbabwe X 3/26/20,0
Zimbabwe X 3/27/20,0
Zimbabwe X 3/28/20,0
Zimbabwe X 3/29/20,0
Zimbabwe X 3/30/20,0
