Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),o-im,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Tests,Positive,Tests/ million,Positive/ thousands,lockdown_date,Type_lockdown,nb_trial,deaths_ebola,cases_ebola,1/22/20cases,1/23/20cases,1/24/20cases,1/25/20cases,1/26/20cases,1/27/20cases,1/28/20cases,1/29/20cases,1/30/20cases,1/31/20cases,2/1/20cases,2/2/20cases,2/3/20cases,2/4/20cases,2/5/20cases,2/6/20cases,2/7/20cases,2/8/20cases,2/9/20cases,2/10/20cases,2/11/20cases,2/12/20cases,2/13/20cases,2/14/20cases,2/15/20cases,2/16/20cases,2/17/20cases,2/18/20cases,2/19/20cases,2/20/20cases,2/21/20cases,2/22/20cases,2/23/20cases,2/24/20cases,2/25/20cases,2/26/20cases,2/27/20cases,2/28/20cases,2/29/20cases,3/1/20cases,3/2/20cases,3/3/20cases,3/4/20cases,3/5/20cases,3/6/20cases,3/7/20cases,3/8/20cases,3/9/20cases,3/10/20cases,3/11/20cases,3/12/20cases,3/13/20cases,3/14/20cases,3/15/20cases,3/16/20cases,3/17/20cases,3/18/20cases,3/19/20cases,3/20/20cases,3/21/20cases,3/22/20cases,3/23/20cases,3/24/20cases,3/25/20cases,3/26/20cases,3/27/20cases,3/28/20cases,3/29/20cases,3/30/20cases,3/31/20cases,4/1/20cases,4/2/20cases,4/3/20cases,4/4/20cases,4/5/20cases,4/6/20cases,4/7/20cases,4/8/20cases
Lebanon,Lebanon,4104000.0,33.8547,35.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,8,8,10,11,12,14,16,17,17,18,19,19,19,LBN,7.5,8.13,10.39,14.0,17.42,20.87,22.97,23.35,21.84,18.4,13.5,8.99,15.61,2.0,0.0,7.002368134,66.9017647,669.4941349,49.70580552,Upper middle income,1655000.0,154.0,51.1,18.2,75.6,0.0,60.0,3.0,20.0,15.0,28.5,$87.7 ,1.2,1.5,"$19,439",6.6,4.5,152.8,7.598516949152541,Asia,31.3,27.4,35.3,3.5,0.0,7.598516949152541,0.0,7.598516949152541,16/03/2020,Full,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,10,13,13,13,16,22,22,32,32,41,61,61,77,93,110,110,120,133,157,163,187,248,267,318,333,368,391,412,438,446,470,479,494,508,520,527,541,548,576
Liberia,Liberia,4397000.0,6.4281,-9.4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,LBR,25.26,25.87,26.44,26.38,25.81,25.1,24.14,23.9,24.54,25.13,25.45,25.01,25.25,0.0,0.0,3.2534318,55.62158161,50.03090739,49.76829102,Low income,7.598516949152541,160.0,49.7,24.2,62.1,69.1,55.0,12.4,25.0,25.0,35.5,$6.1 ,2.5,2.1,"$1,354",2.4,12.4,34.4,92.0,Africa,8.6,4.9,12.3,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,3.0,3151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,6,7,10,13,14,14,31
Liechtenstein,Liechtenstein,37132.0,47.14,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,LIE,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,7.598516949152541,236.9375,7.598516949152541,High income,67000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,85.0,7.598516949152541,7.0,12.5,7.598516949152541,$6.1 CHF (2014 ),7.598516949152541,7.598516949152541,"$139,100 (2009 est.)",2.1 (2016),7.598516949152541,7.598516949152541,7.598516949152541,Europe,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,0.0,7.598516949152541,20/03/2020,Partial,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,7,28,28,28,37,37,51,51,51,56,56,56,56,62,68,68,75,75,77,77,77,78,78
Lithuania,Lithuania,2927310.0,55.1694,23.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,7,7,7,8,8,9,9,11,13,15,15,15,LTU,-5.47,-4.63,-0.47,5.95,12.18,15.59,16.89,16.43,12.14,7.22,1.83,-2.73,6.24,0.0,0.0,19.70503316,65.41254234,44.53135138,53.79195865,High income,1775000.0,21.0,74.2,47.8,65.1,97.3,80.0,2.0,15.0,15.0,34.1,$91.2 ,3.8,3.0,"$32,299",7.1,3.7,36.5,96.0,Europe,28.4,25.3,30.9,7.4,32809.0,955.0,11741.0,2.9,16/03/2020,Full,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,8,12,17,25,27,36,49,83,143,179,209,274,299,358,394,460,491,537,581,649,696,771,811,843,880,912
Luxembourg,Luxembourg,549700.0,49.8153,6.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,8,8,8,8,8,9,15,18,21,22,23,29,30,31,31,36,41,44,46,LUX,0.37,1.6,4.7,8.11,12.42,15.5,17.39,16.9,14.05,9.75,4.4,1.37,8.88,0.0,0.0,14.18315418,69.93802183,250.0938272,49.53925897,High income,874000.0,17.0,75.9,85.8,46.6,98.9,95.0,2.0,42.0,18.0,42.2,$62.7 ,3.5,3.8,"$106,374",5.5,2.1,23.0,7.598516949152541,Europe,24.2,26.0,22.4,5.3,0.0,7.598516949152541,0.0,7.598516949152541,16/03/2020,Full,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,5,7,19,34,51,59,77,140,203,335,484,670,798,875,1099,1333,1453,1605,1831,1950,1988,2178,2319,2487,2612,2729,2804,2843,2970,3034
Madagascar,Madagascar,21842167.0,-18.7669,46.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDG,24.29,24.32,23.99,23.1,21.17,19.35,18.89,19.3,20.53,22.1,23.19,23.93,22.01,0.0,0.0,2.9867171260000003,56.34513228,45.13985562,50.12396661,Low income,225000.0,114.0,56.6,14.3,91.8,85.5,55.0,7.9,20.0,20.0,16.6,$39.7 ,4.1,3.4,"$1,551",1.8,8.1,37.3,70.0,Africa,4.5,2.6,6.3,0.0,0.0,7.598516949152541,0.0,7.598516949152541,17/03/2020,Partial,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,17,19,23,26,26,39,43,57,57,59,70,70,72,82,88,93
Malaysia,Malaysia,30430500.0,2.5,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,10,14,16,20,23,26,27,35,37,43,45,50,53,57,61,62,63,65,MYS,24.61,24.73,25.19,25.61,25.74,25.49,25.21,25.19,25.11,25.1,24.89,24.79,25.14,2.0,2.0,6.671754625,69.33310429,95.96282149,48.57852058,Upper middle income,24714000.0,22.0,74.0,55.4,83.2,82.4,60.0,4.0,25.0,25.0,23.7,$930.8 ,5.9,5.2,"$29,041",3.4,3.8,54.2,98.0,Asia,15.3,12.9,17.6,1.79,55566.0,3793.0,1696.0,6.8,18/03/2020,Full,0.0,0.0,0.0,0,0,0,3,4,4,4,7,8,8,8,8,8,10,12,12,12,16,16,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,23,23,25,29,29,36,50,50,83,93,99,117,129,149,149,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626,2766,2908,3116,3333,3483,3662,3793,3963,4119
Maldives,Maldives,341256.0,3.2028,73.2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDV,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,3.703344606,76.14873879,1718.986667,37.26498146,Upper middle income,931000.0,141.0,53.2,33.5,60.8,10.7,35.0,11.2,0.0,0.0,36.1,$6.9 ,4.8,5.2,"$19,151",5,2.8,68.1,99.0,Asia,7.9,5.4,10.3,0.0,0.0,7.598516949152541,0.0,7.598516949152541,11/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,8,9,10,13,13,13,13,13,13,13,13,13,13,13,13,16,16,17,17,18,19,19,19,19,19,19,19,19
Malta,Malta,416055.0,35.9375,14.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MLT,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,20.349324300000006,65.37377518,1511.03125,49.87330822,High income,1415000.0,41.0,68.6,50.3,56.1,94.5,85.0,2.0,35.0,35.0,38.3,$19.3 ,6.6,6.9,"$41,945",4,1.3,52.6,7.598516949152541,Europe,31.0,30.9,31.2,4.4,4462.0,139.0,9040.0,3.1,12/03/2020,Full,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,6,12,18,21,30,38,38,53,64,73,90,107,110,129,134,139,149,151,156,169,188,196,202,213,227,241,293,299
Mauritania,Mauritania,3545620.0,21.0079,10.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,MRT,20.3,22.66,25.29,27.95,31.3,33.21,33.3,32.28,31.2,29.38,24.96,20.49,27.69,0.0,0.0,3.1411121580000003,56.77570502,4.272163578,49.82265622,Lower middle income,7.598516949152541,119.0,55.7,30.6,74.2,80.6,50.0,8.7,30.0,25.0,29.3,$17.3 ,3.2,3.5,"$4,444",9.9,2.3,91.1,90.0,Africa,11.3,6.0,16.6,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,6,6,6,6,6,6,6,6,6
Mauritius,Mauritius,1261208.0,-20.2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,5,6,7,7,7,7,7,7,7,MUS,25.5,25.6,25.48,24.62,22.89,21.34,20.65,20.38,20.9,22.0,23.43,24.74,23.13,0.0,0.0,11.47417307,70.73213461,623.3019704,50.5771064,Upper middle income,965000.0,25.0,73.0,40.3,80.3,73.6,80.0,0.8,15.0,15.0,25.6,$27.5 ,3.9,3.6,"$21,640",7.1,3.7,60.2,99.0,Africa,11.5,5.9,16.8,3.4,0.0,7.598516949152541,0.0,7.598516949152541,17/03/2020,Partial,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,14,28,36,42,48,81,94,102,107,128,143,161,169,186,196,227,244,268,273
Mexico,Mexico,119713203.0,23.6345,-102.5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,8,12,16,20,28,29,37,50,60,79,94,125,141,MEX,14.8,16.2,18.44,21.28,23.46,24.96,24.9,24.7,23.58,21.07,17.79,15.36,20.54,0.0,0.0,7.223684981,66.21946683,64.91462641,51.08928083,Upper middle income,23403000.0,66.0,64.7,26.3,78.2,83.2,75.0,4.3,35.0,30.0,26.9,"$2,458.4 ",2.0,2.5,"$19,903",3.4,6.0,54.2,96.0,North America,28.4,23.7,32.6,1.5,17184.0,1890.0,136.0,11.0,14/03/2020,Partial,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,6,6,7,7,7,8,12,12,26,41,53,82,93,118,164,203,251,316,367,405,475,585,717,848,993,1094,1215,1378,1510,1688,1890,2143,2439,2785
Moldova,Republic of Moldova (the),3550000.0,47.4116,28.3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,4,5,6,8,12,15,19,22,27,MDA,-3.33,-1.73,2.93,10.25,16.05,19.38,20.96,20.58,16.44,10.41,4.48,-0.41,9.67,0.0,0.0,11.46955634,72.67035279999997,123.5198035,52.03556312,Lower middle income,75000.0,97.0,59.1,25.4,59.1,92.0,55.0,3.5,18.0,12.0,36.9,$20.1 ,4.0,4.4,"$5,661",4.5,6.6,37.7,7.598516949152541,Asia,7.598516949152541,7.598516949152541,7.598516949152541,6.2,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,6,12,23,23,30,30,49,66,80,94,109,125,149,177,199,231,263,298,353,423,505,591,752,864,965,1056,1174
Monaco,Monaco,36950.0,43.7333,7.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,MCO,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,High income,295000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,89.0,Europe,7.598516949152541,7.598516949152541,7.598516949152541,16.46,0.0,7.598516949152541,0.0,7.598516949152541,17/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,7,11,11,23,23,23,31,33,42,42,46,49,52,55,60,64,66,73,77,79,81
Mongolia,Mongolia,2987733.0,46.8625,103.8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNG,-20.56,-17.8,-8.8,1.69,9.8,15.16,17.2,15.47,9.23,0.77,-10.23,-17.93,-0.5,0.0,0.0,4.083538787,65.50689291,2.040608667,50.66954471,Lower middle income,460000.0,126.0,55.4,29.8,63.1,6.2,50.0,4.6,10.0,25.0,35.1,$39.7 ,5.1,5.7,"$12,979",7,4.6,91.4,99.0,Asia,19.6,16.7,22.4,6.75,0.0,7.598516949152541,0.0,7.598516949152541,10/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,6,6,10,10,10,10,10,11,11,12,12,12,12,14,14,14,14,14,15,15,16
Montenegro,Montenegro,631219.0,42.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,MNE,-2.1,-0.75,2.53,6.87,11.6,14.97,17.55,17.54,13.96,8.87,3.89,-0.06,7.91,0.0,0.0,14.97493664,66.81554422,46.27100372,50.55901294,Upper middle income,1201000.0,92.0,60.5,39.5,32.6,23.2,75.0,2.6,9.0,9.0,47.4,$11.0 ,4.2,3.2,"$17,736",16.1,2.4,67.5,83.0,Europe,24.9,24.5,25.2,4.0,2436.0,252.0,3859.0,10.3,24/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,14,21,27,47,52,69,82,84,85,91,109,123,144,174,201,214,233,241,248
Morocco,Morocco,33465000.0,31.7917,-7.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,11,23,25,26,33,36,39,44,48,59,70,80,90,93,MAR,9.68,11.17,13.09,15.1,18.61,22.22,26.01,25.86,22.71,18.22,13.74,10.29,17.23,0.0,0.0,7.012904821,65.78071505,80.72851893,50.40384729,Lower middle income,9342000.0,75.0,62.9,39.2,72.7,66.9,65.0,3.8,38.0,30.0,30.2,$298.6 ,4.2,3.4,"$8,567",9.3,0.8,64.4,99.0,Africa,25.6,19.0,31.9,0.9,0.0,7.598516949152541,0.0,7.598516949152541,16/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,5,6,7,17,28,29,38,49,63,77,96,115,143,170,225,275,345,402,479,556,617,654,708,791,919,1021,1120,1184,1275
Namibia,Namibia,2113077.0,-22.9576,18.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAM,24.26,23.61,22.67,20.33,17.16,14.44,14.14,16.06,19.24,21.58,23.01,23.96,20.04,0.0,0.0,3.636031681,59.45371913,2.973745582,51.55369032,Upper middle income,1027000.0,99.0,58.7,49.8,48.9,15.7,65.0,1.0,37.0,34.0,41.3,$26.5 ,-1.2,3.6,"$11,312",23.3,6.1,46.1,94.0,Africa,15.0,6.5,22.7,0.0,0.0,7.598516949152541,0.0,7.598516949152541,14/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,4,7,7,8,8,8,11,11,11,14,14,14,14,16,16,16,16
Nepal,Nepal,27646053.0,28.1667,84.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPL,4.16,5.63,10.02,14.25,16.82,18.83,18.81,18.59,17.35,13.73,9.16,5.57,12.74,0.0,0.0,5.727670776,63.8580639,195.9391071,54.53534333,Low income,736000.0,136.0,53.8,26.2,83.7,98.5,10.0,12.3,25.0,25.0,23.3,$78.6 ,7.5,4.3,"$2,679",2.7,4.5,27.2,96.0,Asia,3.8,2.5,4.8,0.0,2366.0,9.0,84.0,0.38,24/03/2020,Full,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,5,5,5,5,6,6,9,9,9,9,9
Netherlands,Aruba,105264.0,12.5186,-70.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABW,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,13.55094714,68.64660589,588.0277778,52.53103566,High income,869000.0,13.0,76.8,89.1,42.9,93.3,90.0,2.0,52.0,25.0,43.6,$916.1 ,3.1,1.8,"$53,635",4.8,1.3,56.7,7.598516949152541,North America,23.1,22.7,23.4,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,5,5,9,9,12,17,28,33,46,50,50,55,55,60,62,64,64,71,74,77
